feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20
1,0,0,0,0,0,1,0,0,1,18,B,K,no,no,8,no,A,C,NO
1,1,1,1,1,0,0,1,1,1,43,A,K,no,no,41,no,A,B,YES
1,1,1,1,1,1,1,1,1,1,44,B,J,no,yes,22,no,A,B,YES
1,1,1,1,1,1,1,1,1,1,40,B,J,yes,yes,9,no,A,A,YES
1,1,0,1,1,1,1,1,1,1,49,A,G,no,no,41,no,A,,YES
1,1,0,0,0,0,0,1,0,0,24,B,G,no,no,41,no,A,B,NO
1,1,0,0,0,0,0,1,1,0,30,A,J,yes,yes,41,no,A,B,NO
1,0,1,0,0,0,0,1,0,1,53,B,G,no,no,41,no,A,D,NO
1,0,1,1,1,0,0,1,1,1,38,B,J,no,yes,0,no,A,B,YES
1,0,0,0,1,0,1,1,0,1,28,B,J,no,no,41,no,A,B,NO
1,1,1,0,1,1,1,1,1,1,28,B,J,no,no,41,no,A,B,YES
1,0,1,1,1,1,1,0,1,1,26,B,K,no,no,31,no,A,B,YES
1,0,0,0,1,1,1,1,1,1,39,A,J,no,no,31,no,A,B,YES
0,0,0,0,1,0,0,0,0,0,31,A,C,yes,no,11,no,A,B,NO
1,0,0,1,0,0,1,1,0,0,24,B,K,no,no,41,no,A,B,NO
1,1,1,0,1,1,1,1,0,1,28,B,J,no,no,41,no,A,B,YES
1,0,0,1,0,0,0,1,0,1,31,A,J,no,no,9,no,A,B,NO
1,1,1,1,1,0,0,1,0,1,27,B,J,yes,no,41,no,A,B,YES
1,0,1,1,0,0,1,1,0,0,28,B,D,no,no,12,yes,A,A,NO
1,1,1,1,1,1,0,1,1,1,31,B,E,no,yes,13,no,A,B,YES
1,1,1,1,1,0,0,0,0,1,46,A,C,no,no,4,,A,B,NO
1,1,1,1,1,1,1,1,1,1,27,A,B,no,no,13,no,A,B,YES
0,1,0,1,1,0,1,1,1,1,25,A,J,no,no,10,no,A,B,YES
1,0,0,0,0,0,0,1,0,1,34,B,G,no,no,33,no,A,A,NO
1,0,1,1,1,0,1,1,0,1,24,A,,no,no,10,no,A,,YES
1,0,0,1,1,0,1,0,1,1,35,B,F,no,no,7,no,A,B,NO
1,0,1,1,1,0,1,1,1,1,26,A,J,no,no,48,no,A,B,YES
